wavelength_nm,R,T,a,b,eta,R_as,sqrt_arg,k,n,k_isnan,k_isinf,n_isnan,n_isinf
9.05000000e+02,7.19024262e-02,7.06341274e-01,-3.62447111e-01,1.45843748e+00,3.87071618e-01,4.64487402e-02,2.04336449e-01,1.31705579e-05,1.54945853e+00,False,False,False,False
9.10000000e+02,7.30525404e-02,7.16485933e-01,-3.45879501e-01,1.47412381e+00,4.04185586e-01,4.67051376e-02,2.05574926e-01,1.26396598e-05,1.55139047e+00,False,False,False,False
9.15000000e+02,7.42900502e-02,7.21609903e-01,-3.36218059e-01,1.48186571e+00,4.13355347e-01,4.72335483e-02,2.08131421e-01,1.23943767e-05,1.55536455e+00,False,False,False,False
9.20000000e+02,7.55649138e-02,7.21585025e-01,-3.33895281e-01,1.48129195e+00,4.13972128e-01,4.80174072e-02,2.11934023e-01,1.24410729e-05,1.56124168e+00,False,False,False,False
9.25000000e+02,7.68270894e-02,7.21522155e-01,-3.31654003e-01,1.48066582e+00,4.14518739e-01,4.87944117e-02,2.15715470e-01,1.24899726e-05,1.56704667e+00,False,False,False,False
9.30000000e+02,7.80265352e-02,7.21429922e-01,-3.29573937e-01,1.48002146e+00,4.14983632e-01,4.95336200e-02,2.19324193e-01,1.25415025e-05,1.57255075e+00,False,False,False,False
9.35000000e+02,7.91132093e-02,7.21316955e-01,-3.27734332e-01,1.47939257e+00,4.15355308e-01,5.02041803e-02,2.22607280e-01,1.25960956e-05,1.57752849e+00,False,False,False,False
9.40000000e+02,8.00370701e-02,7.21191882e-01,-3.26214062e-01,1.47881254e+00,4.15622333e-01,5.07753021e-02,2.25410658e-01,1.26541916e-05,1.58175701e+00,False,False,False,False
9.45000000e+02,8.07624790e-02,7.21063330e-01,-3.25065294e-01,1.47830875e+00,4.15780783e-01,5.12250197e-02,2.27622756e-01,1.27159783e-05,1.58507965e+00,False,False,False,False
9.50000000e+02,8.13902943e-02,7.20939930e-01,-3.24089409e-01,1.47785367e+00,4.15897363e-01,5.16146976e-02,2.29542839e-01,1.27791749e-05,1.58795382e+00,False,False,False,False
9.55000000e+02,8.19588365e-02,7.20830308e-01,-3.23203245e-01,1.47744566e+00,4.16006457e-01,5.19673670e-02,2.31283223e-01,1.28425933e-05,1.59055117e+00,False,False,False,False
9.60000000e+02,8.24785364e-02,7.20743094e-01,-3.22375029e-01,1.47709448e+00,4.16128033e-01,5.22889834e-02,2.32872567e-01,1.29055309e-05,1.59291667e+00,False,False,False,False
9.65000000e+02,8.29598252e-02,7.20686915e-01,-3.21573053e-01,1.47680999e+00,4.16282072e-01,5.25854805e-02,2.34339644e-01,1.29672711e-05,1.59509479e+00,False,False,False,False
9.70000000e+02,8.34131340e-02,7.20670232e-01,-3.20765899e-01,1.47660187e+00,4.16488290e-01,5.28627816e-02,2.35713359e-01,1.30270931e-05,1.59712965e+00,False,False,False,False
9.75000000e+02,8.38488938e-02,7.20687049e-01,-3.19943027e-01,1.47645617e+00,4.16742023e-01,5.31275429e-02,2.37026419e-01,1.30851383e-05,1.59907048e+00,False,False,False,False
9.80000000e+02,8.42775358e-02,7.20728611e-01,-3.19097901e-01,1.47635443e+00,4.17033943e-01,5.33865621e-02,2.38312386e-01,1.31417197e-05,1.60096735e+00,False,False,False,False
9.85000000e+02,8.47094909e-02,7.20792303e-01,-3.18215173e-01,1.47628827e+00,4.17365089e-01,5.36463141e-02,2.39603371e-01,1.31967816e-05,1.60286774e+00,False,False,False,False
9.90000000e+02,8.51551902e-02,7.20875510e-01,-3.17279525e-01,1.47624940e+00,4.17736501e-01,5.39132651e-02,2.40931575e-01,1.32502682e-05,1.60481890e+00,False,False,False,False
9.95000000e+02,8.56304384e-02,7.20975617e-01,-3.16265855e-01,1.47622744e+00,4.18152009e-01,5.41971389e-02,2.42345581e-01,1.33020215e-05,1.60689165e+00,False,False,False,False
1.00000000e+03,8.61614452e-02,7.21090008e-01,-3.15130104e-01,1.47620804e+00,4.18620850e-01,5.45139645e-02,2.43925678e-01,1.33516839e-05,1.60920249e+00,False,False,False,False
1.00500000e+03,8.67324441e-02,7.21216069e-01,-3.13905010e-01,1.47619336e+00,4.19130517e-01,5.48542287e-02,2.45624969e-01,1.33996928e-05,1.61168136e+00,False,False,False,False
1.01000000e+03,8.73224816e-02,7.21351185e-01,-3.12632721e-01,1.47618744e+00,4.19665786e-01,5.52052924e-02,2.47380693e-01,1.34465933e-05,1.61423578e+00,False,False,False,False
1.01500000e+03,8.79106040e-02,7.21492739e-01,-3.11355293e-01,1.47619416e+00,4.20211394e-01,5.55545527e-02,2.49129922e-01,1.34929404e-05,1.61677397e+00,False,False,False,False
1.02000000e+03,8.84758576e-02,7.21638118e-01,-3.10114689e-01,1.47621726e+00,4.20752034e-01,5.58894448e-02,2.50809557e-01,1.35392994e-05,1.61920488e+00,False,False,False,False
1.02500000e+03,8.89972890e-02,7.21784705e-01,-3.08952779e-01,1.47626030e+00,4.21272356e-01,5.61974412e-02,2.52356347e-01,1.35862452e-05,1.62143810e+00,False,False,False,False
1.03000000e+03,8.94539445e-02,7.21929886e-01,-3.07911359e-01,1.47632667e+00,4.21756967e-01,5.64660473e-02,2.53706920e-01,1.36343627e-05,1.62338383e+00,False,False,False,False
1.03500000e+03,8.98248704e-02,7.22083241e-01,-3.07014560e-01,1.47643990e+00,4.22211219e-01,5.66821180e-02,2.54794428e-01,1.36834659e-05,1.62494773e+00,False,False,False,False
1.04000000e+03,9.00891133e-02,7.22261862e-01,-3.06275625e-01,1.47663589e+00,4.22653291e-01,5.68320984e-02,2.55549867e-01,1.37328821e-05,1.62603262e+00,False,False,False,False
1.04500000e+03,9.02257194e-02,7.22462109e-01,-3.05737742e-01,1.47691623e+00,4.23066042e-01,5.69035894e-02,2.55910125e-01,1.37832658e-05,1.62654956e+00,False,False,False,False
1.05000000e+03,9.02400000e-02,7.22680016e-01,-3.05396852e-01,1.47727210e+00,4.23445411e-01,5.69000941e-02,2.55892509e-01,1.38347842e-05,1.62652429e+00,False,False,False,False
1.05500000e+03,9.02400000e-02,7.22911613e-01,-3.05062057e-01,1.47765614e+00,4.23840939e-01,5.68872019e-02,2.55827536e-01,1.38855616e-05,1.62643108e+00,False,False,False,False
1.06000000e+03,9.02400000e-02,7.23152933e-01,-3.04713092e-01,1.47805640e+00,4.24253328e-01,5.68737708e-02,2.55759850e-01,1.39355639e-05,1.62633396e+00,False,False,False,False
1.06500000e+03,9.02400000e-02,7.23400009e-01,-3.04355685e-01,1.47846632e+00,4.24675823e-01,5.68600218e-02,2.55690566e-01,1.39850440e-05,1.62623454e+00,False,False,False,False
1.07000000e+03,9.02400000e-02,7.23648870e-01,-3.03995570e-01,1.47887932e+00,4.25101651e-01,5.68461758e-02,2.55620797e-01,1.40342591e-05,1.62613442e+00,False,False,False,False
1.07500000e+03,9.02400000e-02,7.23895551e-01,-3.03638489e-01,1.47928882e+00,4.25524021e-01,5.68324536e-02,2.55551656e-01,1.40834709e-05,1.62603519e+00,False,False,False,False
1.08000000e+03,9.02400000e-02,7.24136082e-01,-3.03290192e-01,1.47968821e+00,4.25936126e-01,5.68190759e-02,2.55484254e-01,1.41329459e-05,1.62593844e+00,False,False,False,False
1.08500000e+03,9.02400000e-02,7.24366496e-01,-3.02956437e-01,1.48007091e+00,4.26331142e-01,5.68062630e-02,2.55419702e-01,1.41829550e-05,1.62584578e+00,False,False,False,False
1.09000000e+03,9.02400000e-02,7.24584130e-01,-3.02641096e-01,1.48043246e+00,4.26704467e-01,5.67941627e-02,2.55358743e-01,1.42336857e-05,1.62575826e+00,False,False,False,False
1.09500000e+03,9.02400000e-02,7.24791542e-01,-3.02340478e-01,1.48077712e+00,4.27060456e-01,5.67826325e-02,2.55300659e-01,1.42849766e-05,1.62567486e+00,False,False,False,False
1.10000000e+03,9.02400000e-02,7.24992439e-01,-3.02049221e-01,1.48111103e+00,4.27405447e-01,5.67714662e-02,2.55244411e-01,1.43365854e-05,1.62559410e+00,False,False,False,False
1.10500000e+03,9.02400000e-02,7.25190521e-01,-3.01761966e-01,1.48144033e+00,4.27745784e-01,5.67604579e-02,2.55188961e-01,1.43882658e-05,1.62551447e+00,False,False,False,False
1.11000000e+03,9.02400000e-02,7.25389491e-01,-3.01473344e-01,1.48177118e+00,4.28087823e-01,5.67494019e-02,2.55133273e-01,1.44397672e-05,1.62543450e+00,False,False,False,False
1.11500000e+03,9.02400000e-02,7.25593050e-01,-3.01177983e-01,1.48210974e+00,4.28437937e-01,5.67380925e-02,2.55076312e-01,1.44908348e-05,1.62535269e+00,False,False,False,False
1.12000000e+03,9.02400000e-02,7.25804900e-01,-3.00870505e-01,1.48246217e+00,4.28802509e-01,5.67263242e-02,2.55017042e-01,1.45412094e-05,1.62526755e+00,False,False,False,False
1.12500000e+03,9.02400000e-02,7.26028743e-01,-3.00545522e-01,1.48283463e+00,4.29187939e-01,5.67138917e-02,2.54954430e-01,1.45906278e-05,1.62517761e+00,False,False,False,False
1.13000000e+03,9.02436181e-02,7.26268280e-01,-3.00191060e-01,1.48323199e+00,4.29602550e-01,5.67027695e-02,2.54898420e-01,1.46387454e-05,1.62509714e+00,False,False,False,False
1.13500000e+03,9.05051044e-02,7.26527214e-01,-2.99339173e-01,1.48356702e+00,4.30186880e-01,5.68458720e-02,2.55619267e-01,1.46798641e-05,1.62613222e+00,False,False,False,False
1.14000000e+03,9.10541562e-02,7.26809245e-01,-2.97930868e-01,1.48383608e+00,4.30963436e-01,5.71606185e-02,2.57206229e-01,1.47130084e-05,1.62840712e+00,False,False,False,False
1.14500000e+03,9.17130906e-02,7.27160402e-01,-2.96222860e-01,1.48418226e+00,4.31918518e-01,5.75371760e-02,2.59107556e-01,1.47386751e-05,1.63112570e+00,False,False,False,False
1.15000000e+03,9.23042251e-02,7.27619052e-01,-2.94482135e-01,1.48473488e+00,4.33025287e-01,5.78664028e-02,2.60772322e-01,1.47579108e-05,1.63349990e+00,False,False,False,False
1.15500000e+03,9.26498769e-02,7.28155849e-01,-2.93073305e-01,1.48550857e+00,4.34139358e-01,5.80433864e-02,2.61668192e-01,1.47765720e-05,1.63477517e+00,False,False,False,False
1.16000000e+03,9.26800000e-02,7.28741180e-01,-2.92165875e-01,1.48647762e+00,4.35172077e-01,5.80281496e-02,2.61591039e-01,1.47982810e-05,1.63466541e+00,False,False,False,False
1.16500000e+03,9.26800000e-02,7.29345431e-01,-2.91284824e-01,1.48748979e+00,4.36223314e-01,5.79937776e-02,2.61417012e-01,1.48189680e-05,1.63441778e+00,False,False,False,False
1.17000000e+03,9.26800000e-02,7.29938989e-01,-2.90418655e-01,1.48848470e+00,4.37257559e-01,5.79600288e-02,2.61246164e-01,1.48400863e-05,1.63417462e+00,False,False,False,False
1.17500000e+03,9.26800000e-02,7.30492238e-01,-2.89610672e-01,1.48941263e+00,4.38223009e-01,5.79285851e-02,2.61087007e-01,1.48637704e-05,1.63394804e+00,False,False,False,False
1.18000000e+03,9.26800000e-02,7.30975566e-01,-2.88904304e-01,1.49022375e+00,4.39067580e-01,5.79011259e-02,2.60948035e-01,1.48921845e-05,1.63375015e+00,False,False,False,False
1.18500000e+03,9.26800000e-02,7.31359359e-01,-2.88343070e-01,1.49086813e+00,4.39738978e-01,5.78793285e-02,2.60837728e-01,1.49275246e-05,1.63359306e+00,False,False,False,False
1.19000000e+03,9.26800000e-02,7.31614003e-01,-2.87970533e-01,1.49129582e+00,4.40184815e-01,5.78648696e-02,2.60764564e-01,1.49720201e-05,1.63348885e+00,False,False,False,False
1.19500000e+03,9.26800000e-02,7.31709884e-01,-2.87830229e-01,1.49145689e+00,4.40352762e-01,5.78594261e-02,2.60737020e-01,1.50279383e-05,1.63344961e+00,False,False,False,False
1.20000000e+03,9.26800000e-02,7.31701758e-01,-2.87842120e-01,1.49144324e+00,4.40338527e-01,5.78598874e-02,2.60739354e-01,1.50914115e-05,1.63345294e+00,False,False,False,False
1.20500000e+03,9.26800000e-02,7.31678423e-01,-2.87876268e-01,1.49140404e+00,4.40297650e-01,5.78612122e-02,2.60746058e-01,1.51560076e-05,1.63346248e+00,False,False,False,False
1.21000000e+03,9.26800000e-02,7.31644026e-01,-2.87926601e-01,1.49134626e+00,4.40237400e-01,5.78631650e-02,2.60755939e-01,1.52214345e-05,1.63347656e+00,False,False,False,False
1.21500000e+03,9.27066355e-02,7.31602611e-01,-2.87938869e-01,1.49126735e+00,4.40179130e-01,5.78814417e-02,2.60848422e-01,1.52867990e-05,1.63360829e+00,False,False,False,False
1.22000000e+03,9.28334964e-02,7.31558220e-01,-2.87773635e-01,1.49114834e+00,4.40169330e-01,5.79598111e-02,2.61245062e-01,1.53501241e-05,1.63417305e+00,False,False,False,False
1.22500000e+03,9.30449127e-02,7.31514897e-01,-2.87453486e-01,1.49100157e+00,4.40206676e-01,5.80886631e-02,2.61897483e-01,1.54114409e-05,1.63510131e+00,False,False,False,False
1.23000000e+03,9.33186738e-02,7.31476683e-01,-2.87012889e-01,1.49084169e+00,4.40286350e-01,5.82544696e-02,2.62737527e-01,1.54709316e-05,1.63629523e+00,False,False,False,False
1.23500000e+03,9.36325694e-02,7.31447623e-01,-2.86486294e-01,1.49068337e+00,4.40403542e-01,5.84437020e-02,2.63696960e-01,1.55287820e-05,1.63765709e+00,False,False,False,False
1.24000000e+03,9.39643892e-02,7.31431758e-01,-2.85908111e-01,1.49054122e+00,4.40553455e-01,5.86428375e-02,2.64707413e-01,1.55851808e-05,1.63908935e+00,False,False,False,False
1.24500000e+03,9.42919228e-02,7.31452703e-01,-2.85284065e-01,1.49046275e+00,4.40765605e-01,5.88372331e-02,2.65694618e-01,1.56388339e-05,1.64048668e+00,False,False,False,False
1.25000000e+03,9.45929599e-02,7.31592173e-01,-2.84534801e-01,1.49059333e+00,4.41171491e-01,5.90088789e-02,2.66566951e-01,1.56839992e-05,1.64171979e+00,False,False,False,False
1.25500000e+03,9.48452900e-02,7.31831673e-01,-2.83727451e-01,1.49090968e+00,4.41727094e-01,5.91455573e-02,2.67262016e-01,1.57225165e-05,1.64270123e+00,False,False,False,False
1.26000000e+03,9.50267028e-02,7.32139793e-01,-2.82947992e-01,1.49136658e+00,4.42365666e-01,5.92358511e-02,2.67721412e-01,1.57572476e-05,1.64334938e+00,False,False,False,False
1.26500000e+03,9.51149880e-02,7.32485119e-01,-2.82282435e-01,1.49191862e+00,4.43020253e-01,5.92683921e-02,2.67887016e-01,1.57910964e-05,1.64358292e+00,False,False,False,False
1.27000000e+03,9.51200000e-02,7.32836241e-01,-2.81758858e-01,1.49250926e+00,4.43640885e-01,5.92509465e-02,2.67798231e-01,1.58262514e-05,1.64345772e+00,False,False,False,False
1.27500000e+03,9.51200000e-02,7.33161747e-01,-2.81281668e-01,1.49305859e+00,4.44214244e-01,5.92320091e-02,2.67701861e-01,1.58633103e-05,1.64332180e+00,False,False,False,False
1.28000000e+03,9.51200000e-02,7.33447512e-01,-2.80862562e-01,1.49354102e+00,4.44718000e-01,5.92153875e-02,2.67617282e-01,1.59032752e-05,1.64320250e+00,False,False,False,False
1.28500000e+03,9.51200000e-02,7.33765013e-01,-2.80396720e-01,1.49407721e+00,4.45278139e-01,5.91969241e-02,2.67523338e-01,1.59405967e-05,1.64306997e+00,False,False,False,False
1.29000000e+03,9.51200000e-02,7.34114168e-01,-2.79884202e-01,1.49466706e+00,4.45894653e-01,5.91766251e-02,2.67420063e-01,1.59752556e-05,1.64292426e+00,False,False,False,False
1.29500000e+03,9.51200000e-02,7.34480680e-01,-2.79345944e-01,1.49528647e+00,4.46542413e-01,5.91553228e-02,2.67311692e-01,1.60083509e-05,1.64277134e+00,False,False,False,False
1.30000000e+03,9.51200000e-02,7.34850252e-01,-2.78802922e-01,1.49591131e+00,4.47196202e-01,5.91338485e-02,2.67202456e-01,1.60409968e-05,1.64261717e+00,False,False,False,False
1.30500000e+03,9.51200000e-02,7.35208585e-01,-2.78276151e-01,1.49651738e+00,4.47830706e-01,5.91130330e-02,2.67096581e-01,1.60743228e-05,1.64246772e+00,False,False,False,False
1.31000000e+03,9.51200000e-02,7.35541384e-01,-2.77786688e-01,1.49708048e+00,4.48420520e-01,5.90937058e-02,2.66998283e-01,1.61094734e-05,1.64232895e+00,False,False,False,False
1.31500000e+03,9.51200000e-02,7.35834349e-01,-2.77355625e-01,1.49757634e+00,4.48940159e-01,5.90766959e-02,2.66911778e-01,1.61476085e-05,1.64220681e+00,False,False,False,False
1.32000000e+03,9.51200000e-02,7.36073185e-01,-2.77004080e-01,1.49798071e+00,4.49364077e-01,5.90628316e-02,2.66841275e-01,1.61899040e-05,1.64210725e+00,False,False,False,False
1.32500000e+03,9.51200000e-02,7.36243594e-01,-2.76753184e-01,1.49826928e+00,4.49666702e-01,5.90529410e-02,2.66790981e-01,1.62375521e-05,1.64203623e+00,False,False,False,False
1.33000000e+03,9.51200000e-02,7.36331279e-01,-2.76624062e-01,1.49841779e+00,4.49822470e-01,5.90478522e-02,2.66765105e-01,1.62917629e-05,1.64199968e+00,False,False,False,False
1.33500000e+03,9.51200000e-02,7.36335069e-01,-2.76618481e-01,1.49842421e+00,4.49829204e-01,5.90476323e-02,2.66763987e-01,1.63527038e-05,1.64199810e+00,False,False,False,False
1.34000000e+03,9.51200000e-02,7.36304288e-01,-2.76663809e-01,1.49837208e+00,4.49774519e-01,5.90494186e-02,2.66773070e-01,1.64164478e-05,1.64201093e+00,False,False,False,False
1.34500000e+03,9.51200000e-02,7.36246404e-01,-2.76749046e-01,1.49827404e+00,4.49671693e-01,5.90527779e-02,2.66790152e-01,1.64824184e-05,1.64203506e+00,False,False,False,False
1.35000000e+03,9.51200000e-02,7.36162693e-01,-2.76872303e-01,1.49813228e+00,4.49523015e-01,5.90576363e-02,2.66814857e-01,1.65505364e-05,1.64206994e+00,False,False,False,False
1.35500000e+03,9.51200000e-02,7.36054432e-01,-2.77031688e-01,1.49794895e+00,4.49330782e-01,5.90639201e-02,2.66846810e-01,1.66207212e-05,1.64211507e+00,False,False,False,False
1.36000000e+03,9.51200000e-02,7.35922896e-01,-2.77225305e-01,1.49772625e+00,4.49097293e-01,5.90715555e-02,2.66885638e-01,1.66928909e-05,1.64216990e+00,False,False,False,False
1.36500000e+03,9.51200000e-02,7.35769363e-01,-2.77451259e-01,1.49746633e+00,4.48824857e-01,5.90804688e-02,2.66930965e-01,1.67669620e-05,1.64223390e+00,False,False,False,False
1.37000000e+03,9.51200000e-02,7.35595108e-01,-2.77707651e-01,1.49717140e+00,4.48515783e-01,5.90905862e-02,2.66982418e-01,1.68428498e-05,1.64230655e+00,False,False,False,False
1.37500000e+03,9.51200000e-02,7.35401409e-01,-2.77992583e-01,1.49684361e+00,4.48172383e-01,5.91018342e-02,2.67039623e-01,1.69204679e-05,1.64238731e+00,False,False,False,False
1.38000000e+03,9.51553469e-02,7.35189541e-01,-2.78240185e-01,1.49647327e+00,4.47816111e-01,5.91351493e-02,2.67209073e-01,1.69988241e-05,1.64262651e+00,False,False,False,False
1.38500000e+03,9.52921545e-02,7.34805419e-01,-2.78557283e-01,1.49577745e+00,4.47209986e-01,5.92388146e-02,2.67736492e-01,1.70891766e-05,1.64337065e+00,False,False,False,False
1.39000000e+03,9.55111793e-02,7.34094754e-01,-2.79204918e-01,1.49450186e+00,4.46071556e-01,5.94104874e-02,2.68610411e-01,1.72051937e-05,1.64460245e+00,False,False,False,False
1.39500000e+03,9.57902110e-02,7.33158130e-01,-2.80074498e-01,1.49282454e+00,4.44568776e-01,5.96312878e-02,2.69735332e-01,1.73392635e-05,1.64618584e+00,False,False,False,False
1.40000000e+03,9.61070394e-02,7.32097718e-01,-2.81055416e-01,1.49092603e+00,4.42871756e-01,5.98821891e-02,2.71014856e-01,1.74835087e-05,1.64798382e+00,False,False,False,False
1.40500000e+03,9.64394539e-02,7.31015687e-01,-2.82037725e-01,1.48898657e+00,4.41149271e-01,6.01440550e-02,2.72351712e-01,1.76299001e-05,1.64985896e+00,False,False,False,False
1.41000000e+03,9.67652443e-02,7.30014211e-01,-2.82912276e-01,1.48718605e+00,4.39568484e-01,6.03976134e-02,2.73647539e-01,1.77702484e-05,1.65167325e+00,False,False,False,False
1.41500000e+03,9.70622002e-02,7.29193140e-01,-2.83574036e-01,1.48570010e+00,4.38291038e-01,6.06235972e-02,2.74803589e-01,1.78964068e-05,1.65328912e+00,False,False,False,False
1.42000000e+03,9.73081112e-02,7.28403460e-01,-2.84281046e-01,1.48428505e+00,4.37043535e-01,6.08174934e-02,2.75796352e-01,1.80217046e-05,1.65467472e+00,False,False,False,False
1.42500000e+03,9.74807670e-02,7.27569251e-01,-2.85183951e-01,1.48282094e+00,4.35681924e-01,6.09705025e-02,2.76580333e-01,1.81533391e-05,1.65576760e+00,False,False,False,False
1.43000000e+03,9.75579572e-02,7.26780512e-01,-2.86191728e-01,1.48146730e+00,4.34351495e-01,6.10638770e-02,2.77059005e-01,1.82840922e-05,1.65643430e+00,False,False,False,False
1.43500000e+03,9.75600000e-02,7.26127243e-01,-2.87137181e-01,1.48036849e+00,4.33218879e-01,6.11042488e-02,2.77266023e-01,1.84054717e-05,1.65672250e+00,False,False,False,False
1.44000000e+03,9.75600000e-02,7.25699443e-01,-2.87758273e-01,1.47964981e+00,4.32477511e-01,6.11298968e-02,2.77397558e-01,1.85074189e-05,1.65690558e+00,False,False,False,False
1.44500000e+03,9.75600000e-02,7.25591352e-01,-2.87915143e-01,1.47946827e+00,4.32290323e-01,6.11363785e-02,2.77430801e-01,1.85812725e-05,1.65695185e+00,False,False,False,False
1.45000000e+03,9.75600000e-02,7.25975946e-01,-2.87356879e-01,1.48011428e+00,4.32956590e-01,6.11133186e-02,2.77312535e-01,1.86113280e-05,1.65678725e+00,False,False,False,False
1.45500000e+03,9.75600000e-02,7.26753407e-01,-2.86227439e-01,1.48142101e+00,4.34305499e-01,6.10667228e-02,2.77073596e-01,1.86061067e-05,1.65645462e+00,False,False,False,False
1.46000000e+03,9.75600000e-02,7.27714019e-01,-2.84830260e-01,1.48303710e+00,4.35975959e-01,6.10091872e-02,2.76778623e-01,1.85841078e-05,1.65604383e+00,False,False,False,False
1.46500000e+03,9.75600000e-02,7.28648067e-01,-2.83469948e-01,1.48461013e+00,4.37604235e-01,6.09532820e-02,2.76492075e-01,1.85640152e-05,1.65564462e+00,False,False,False,False
1.47000000e+03,9.75600000e-02,7.29350377e-01,-2.82445981e-01,1.48579394e+00,4.38831143e-01,6.09112724e-02,2.76276794e-01,1.85642688e-05,1.65534460e+00,False,False,False,False
1.47500000e+03,9.75600000e-02,7.29939430e-01,-2.81586383e-01,1.48678754e+00,4.39861921e-01,6.08760545e-02,2.76096346e-01,1.85743519e-05,1.65509305e+00,False,False,False,False
1.48000000e+03,9.75600000e-02,7.30545785e-01,-2.80700809e-01,1.48781098e+00,4.40924625e-01,6.08398182e-02,2.75910708e-01,1.85825567e-05,1.65483421e+00,False,False,False,False
1.48500000e+03,9.75600000e-02,7.31153482e-01,-2.79812539e-01,1.48883737e+00,4.41991357e-01,6.08035183e-02,2.75724772e-01,1.85903163e-05,1.65457488e+00,False,False,False,False
1.49000000e+03,9.76017990e-02,7.31746557e-01,-2.78869490e-01,1.48982559e+00,4.43056478e-01,6.07929825e-02,2.75670811e-01,1.85979215e-05,1.65449961e+00,False,False,False,False
1.49500000e+03,9.77451008e-02,7.32309048e-01,-2.77787361e-01,1.49072868e+00,4.44123950e-01,6.08446225e-02,2.75935319e-01,1.86051688e-05,1.65486853e+00,False,False,False,False
1.50000000e+03,9.79690612e-02,7.32824993e-01,-2.76627344e-01,1.49152693e+00,4.45154389e-01,6.09468873e-02,2.76459302e-01,1.86140932e-05,1.65559896e+00,False,False,False,False
1.50500000e+03,9.82514699e-02,7.33278429e-01,-2.75453157e-01,1.49220088e+00,4.46107429e-01,6.10874575e-02,2.77179917e-01,1.86267893e-05,1.65660264e+00,False,False,False,False
1.51000000e+03,9.85701166e-02,7.33653394e-01,-2.74328532e-01,1.49273084e+00,4.46942494e-01,6.12540678e-02,2.78034565e-01,1.86453736e-05,1.65779174e+00,False,False,False,False
1.51500000e+03,9.89027909e-02,7.33933926e-01,-2.73317173e-01,1.49309688e+00,4.47618856e-01,6.14345078e-02,2.78960818e-01,1.86719868e-05,1.65907891e+00,False,False,False,False
1.52000000e+03,9.92272823e-02,7.34104061e-01,-2.72482716e-01,1.49327892e+00,4.48095724e-01,6.16166166e-02,2.79896341e-01,1.87087949e-05,1.66037734e+00,False,False,False,False
1.52500000e+03,9.95213807e-02,7.34148975e-01,-2.71887026e-01,1.49325866e+00,4.48334367e-01,6.17882021e-02,2.80778448e-01,1.87578874e-05,1.66160014e+00,False,False,False,False
1.53000000e+03,9.97628757e-02,7.34107579e-01,-2.71512942e-01,1.49310918e+00,4.48391529e-01,6.19338168e-02,2.81527534e-01,1.88163979e-05,1.66263741e+00,False,False,False,False
1.53500000e+03,9.99295568e-02,7.34016945e-01,-2.71345927e-01,1.49290057e+00,4.48320904e-01,6.20380952e-02,2.82064250e-01,1.88815967e-05,1.66337997e+00,False,False,False,False
1.54000000e+03,9.99992137e-02,7.33892601e-01,-2.71403066e-01,1.49266641e+00,4.48138067e-01,6.20869535e-02,2.82315801e-01,1.89527321e-05,1.66372782e+00,False,False,False,False
1.54500000e+03,1.00000000e-01,7.33750073e-01,-2.71610831e-01,1.49242391e+00,4.47885842e-01,6.20961215e-02,2.82363009e-01,1.90276037e-05,1.66379309e+00,False,False,False,False
1.55000000e+03,1.00000000e-01,7.33604889e-01,-2.71823867e-01,1.49217718e+00,4.47628580e-01,6.21049867e-02,2.82408660e-01,1.91028366e-05,1.66385620e+00,False,False,False,False
1.55500000e+03,1.00000000e-01,7.33472577e-01,-2.72017978e-01,1.49195237e+00,4.47394210e-01,6.21130669e-02,2.82450270e-01,1.91769454e-05,1.66391371e+00,False,False,False,False
1.56000000e+03,1.00000000e-01,7.33368665e-01,-2.72170402e-01,1.49177583e+00,4.47210202e-01,6.21194133e-02,2.82482952e-01,1.92484474e-05,1.66395889e+00,False,False,False,False
1.56500000e+03,1.00000000e-01,7.33308679e-01,-2.72258382e-01,1.49167393e+00,4.47104000e-01,6.21230771e-02,2.82501820e-01,1.93158402e-05,1.66398497e+00,False,False,False,False
1.57000000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.93783794e-05,1.66398875e+00,False,False,False,False
1.57500000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.94400940e-05,1.66398875e+00,False,False,False,False
1.58000000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.95018085e-05,1.66398875e+00,False,False,False,False
1.58500000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.95635231e-05,1.66398875e+00,False,False,False,False
1.59000000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.96252377e-05,1.66398875e+00,False,False,False,False
1.59500000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.96869523e-05,1.66398875e+00,False,False,False,False
1.60000000e+03,1.00000000e-01,7.33300000e-01,-2.72271110e-01,1.49165918e+00,4.47088637e-01,6.21236072e-02,2.82504550e-01,1.97486669e-05,1.66398875e+00,False,False,False,False
