wavelength_nm,R,T,u,v,w,R_as,denominator_k,log_arg,sqrt_arg,k,n,denominator_k_iszero,denominator_k_isneg,log_arg_isneg_or_zero,sqrt_arg_isneg,k_isnan,k_isinf,n_isnan,n_isinf
2.06000000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.78279249e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.06500000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.78711965e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.07000000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.79144682e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.07500000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.79577399e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.08000000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.80010115e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.08500000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.80442832e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.09000000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.80875548e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.09500000e+03,6.05950000e-02,9.38405000e-01,1.99812219e+00,1.87681094e+00,1.21311251e-01,3.12753784e-02,1.13725241e-01,1.00100103e+00,1.33309742e-01,1.81308265e-07,1.42968628e+00,False,False,False,False,False,False,False,False
2.10000000e+03,6.05825530e-02,9.38417447e-01,1.99812217e+00,1.87683583e+00,1.21286332e-01,3.12687534e-02,1.13703389e-01,1.00100103e+00,1.33279680e-01,1.81740980e-07,1.42963099e+00,False,False,False,False,False,False,False,False
2.10500000e+03,6.05327490e-02,9.38467251e-01,1.99812207e+00,1.87693544e+00,1.21186624e-01,3.12422455e-02,1.13615945e-01,1.00100103e+00,1.33159406e-01,1.82173692e-07,1.42940974e+00,False,False,False,False,False,False,False,False
2.11000000e+03,6.04484160e-02,9.38551584e-01,1.99812190e+00,1.87710411e+00,1.21017789e-01,3.11973629e-02,1.13467853e-01,1.00100103e+00,1.32955789e-01,1.82606400e-07,1.42903499e+00,False,False,False,False,False,False,False,False
2.11500000e+03,6.03333370e-02,9.38666663e-01,1.99812167e+00,1.87733427e+00,1.20787401e-01,3.11361234e-02,1.13265724e-01,1.00100103e+00,1.32678026e-01,1.83039104e-07,1.42852342e+00,False,False,False,False,False,False,False,False
2.12000000e+03,6.01912930e-02,9.38808707e-01,1.99812138e+00,1.87761835e+00,1.20503029e-01,3.10605444e-02,1.13016160e-01,1.00100103e+00,1.32335320e-01,1.83471806e-07,1.42789168e+00,False,False,False,False,False,False,False,False
2.12500000e+03,6.00260650e-02,9.38973935e-01,1.99812105e+00,1.87794881e+00,1.20172242e-01,3.09726435e-02,1.12725761e-01,1.00100103e+00,1.31936874e-01,1.83904505e-07,1.42715638e+00,False,False,False,False,False,False,False,False
2.13000000e+03,5.98414350e-02,9.39158565e-01,1.99812068e+00,1.87831807e+00,1.19802613e-01,3.08744385e-02,1.12401133e-01,1.00100103e+00,1.31491888e-01,1.84337203e-07,1.42633418e+00,False,False,False,False,False,False,False,False
2.13500000e+03,5.96411840e-02,9.39358816e-01,1.99812028e+00,1.87871857e+00,1.19401710e-01,3.07679459e-02,1.12048884e-01,1.00100103e+00,1.31009551e-01,1.84769898e-07,1.42544174e+00,False,False,False,False,False,False,False,False
2.14000000e+03,5.94290930e-02,9.39570907e-01,1.99811986e+00,1.87914275e+00,1.18977104e-01,3.06551807e-02,1.11675634e-01,1.00100103e+00,1.30499030e-01,1.85202592e-07,1.42449577e+00,False,False,False,False,False,False,False,False
2.14500000e+03,5.92089440e-02,9.39791056e-01,1.99811942e+00,1.87958305e+00,1.18536365e-01,3.05381573e-02,1.11288013e-01,1.00100103e+00,1.29969479e-01,1.85635286e-07,1.42351303e+00,False,False,False,False,False,False,False,False
2.15000000e+03,5.89845190e-02,9.40015481e-01,1.99811897e+00,1.88003190e+00,1.18087066e-01,3.04188883e-02,1.10892663e-01,1.00100103e+00,1.29430025e-01,1.86067978e-07,1.42251030e+00,False,False,False,False,False,False,False,False
2.15500000e+03,5.87595970e-02,9.40240403e-01,1.99811852e+00,1.88048175e+00,1.17636772e-01,3.02993827e-02,1.10496236e-01,1.00100103e+00,1.28889764e-01,1.86500671e-07,1.42150445e+00,False,False,False,False,False,False,False,False
2.16000000e+03,5.85379620e-02,9.40462038e-01,1.99811808e+00,1.88092502e+00,1.17193058e-01,3.01816508e-02,1.10105404e-01,1.00100103e+00,1.28357777e-01,1.86933363e-07,1.42051240e+00,False,False,False,False,False,False,False,False
2.16500000e+03,5.83233950e-02,9.40676605e-01,1.99811765e+00,1.88135415e+00,1.16763495e-01,3.00676989e-02,1.09726848e-01,1.00100103e+00,1.27843113e-01,1.87366057e-07,1.41955114e+00,False,False,False,False,False,False,False,False
2.17000000e+03,5.81196760e-02,9.40880324e-01,1.99811724e+00,1.88176159e+00,1.16355649e-01,2.99595315e-02,1.09367261e-01,1.00100103e+00,1.27354796e-01,1.87798751e-07,1.41863769e+00,False,False,False,False,False,False,False,False
2.17500000e+03,5.79305870e-02,9.41069413e-01,1.99811686e+00,1.88213977e+00,1.15977093e-01,2.98591524e-02,1.09033349e-01,1.00100103e+00,1.26901830e-01,1.88231447e-07,1.41778916e+00,False,False,False,False,False,False,False,False
2.18000000e+03,5.77599100e-02,9.41240090e-01,1.99811652e+00,1.88248112e+00,1.15635398e-01,2.97685642e-02,1.08731828e-01,1.00100103e+00,1.26493205e-01,1.88664145e-07,1.41702267e+00,False,False,False,False,False,False,False,False
2.18500000e+03,5.76114260e-02,9.41388574e-01,1.99811622e+00,1.88277809e+00,1.15338132e-01,2.96897681e-02,1.08469419e-01,1.00100103e+00,1.26137893e-01,1.89096845e-07,1.41635541e+00,False,False,False,False,False,False,False,False
2.19000000e+03,5.74889170e-02,9.41511083e-01,1.99811598e+00,1.88302311e+00,1.15092869e-01,2.96247652e-02,1.08252848e-01,1.00100103e+00,1.25844865e-01,1.89529548e-07,1.41580457e+00,False,False,False,False,False,False,False,False
2.19500000e+03,5.73961630e-02,9.41603837e-01,1.99811579e+00,1.88320862e+00,1.14907176e-01,2.95755556e-02,1.08088837e-01,1.00100103e+00,1.25623083e-01,1.89962254e-07,1.41538732e+00,False,False,False,False,False,False,False,False
2.20000000e+03,5.73369460e-02,9.41663054e-01,1.99811567e+00,1.88332705e+00,1.14788623e-01,2.95441412e-02,1.07984110e-01,1.00100103e+00,1.25481525e-01,1.90394963e-07,1.41512086e+00,False,False,False,False,False,False,False,False
